county,povall_2019,pctpovall_2019,gm_chemical_name,date,year,mean_gm_result
Glenn,3397,12.1,Nitrate as N (mg/l),2018-11-15,2018,8.66
Glenn,3397,12.1,Nitrate as N (mg/l),2018-12-15,2018,0
Glenn,3397,12.1,Nitrate as N (mg/l),2019-01-15,2019,4.74490909090909
Glenn,3397,12.1,Nitrate as N (mg/l),2019-02-15,2019,3.87
Glenn,3397,12.1,Nitrate as N (mg/l),2019-03-15,2019,3.64
Glenn,3397,12.1,Nitrate as N (mg/l),2019-04-15,2019,3.58368421052632
Glenn,3397,12.1,Nitrate as N (mg/l),2019-05-15,2019,6.45
Glenn,3397,12.1,Nitrate as N (mg/l),2019-06-15,2019,1.68
Glenn,3397,12.1,Nitrate as N (mg/l),2019-07-15,2019,3.86435714285714
Glenn,3397,12.1,Nitrate as N (mg/l),2019-08-15,2019,1.98909090909091
Glenn,3397,12.1,Nitrate as N (mg/l),2019-09-15,2019,3.57666666666667
Glenn,3397,12.1,Nitrate as N (mg/l),2019-10-15,2019,4.11483333333333
Glenn,3397,12.1,Nitrate as N (mg/l),2019-11-15,2019,7.7
Glenn,3397,12.1,Nitrate as N (mg/l),2019-12-15,2019,1.945
Glenn,3397,12.1,Nitrate as N (mg/l),2020-01-15,2020,4.52941666666667
Glenn,3397,12.1,Nitrate as N (mg/l),2020-02-15,2020,4.025
Glenn,3397,12.1,Nitrate as N (mg/l),2020-03-15,2020,2.4382
Glenn,3397,12.1,Nitrate as N (mg/l),2020-04-15,2020,4.07158823529412
Glenn,3397,12.1,Nitrate as N (mg/l),2020-05-15,2020,5.6675
Glenn,3397,12.1,Nitrate as N (mg/l),2020-06-15,2020,2.73333333333333
Glenn,3397,12.1,Nitrate as N (mg/l),2020-07-15,2020,2.79958823529412
Glenn,3397,12.1,Nitrate as N (mg/l),2020-08-15,2020,2.545
Glenn,3397,12.1,Nitrate as N (mg/l),2020-09-15,2020,1.86666666666667
Glenn,3397,12.1,Nitrate as N (mg/l),2020-10-15,2020,5.03333333333333
Glenn,3397,12.1,Nitrate as N (mg/l),2020-11-15,2020,4.4
Glenn,3397,12.1,Nitrate as N (mg/l),2020-12-15,2020,7.36
Glenn,3397,12.1,Nitrate as N (mg/l),2021-01-15,2021,4.202
Glenn,3397,12.1,Nitrate as N (mg/l),2021-02-15,2021,2.81
Glenn,3397,12.1,Nitrate as N (mg/l),2021-03-15,2021,3.64
Glenn,3397,12.1,Nitrate as N (mg/l),2021-04-15,2021,4.399
Glenn,3397,12.1,Potassium (mg/l),2000-10-15,2000,1.05
Glenn,3397,12.1,Potassium (mg/l),2000-12-15,2000,1
Glenn,3397,12.1,Potassium (mg/l),2001-07-15,2001,0.8
Glenn,3397,12.1,Potassium (mg/l),2002-01-15,2002,0.9
Glenn,3397,12.1,Potassium (mg/l),2002-05-15,2002,1
Glenn,3397,12.1,Potassium (mg/l),2002-06-15,2002,1.03333333333333
Glenn,3397,12.1,Potassium (mg/l),2002-07-15,2002,0.8
Glenn,3397,12.1,Potassium (mg/l),2002-11-15,2002,0.7
Glenn,3397,12.1,Potassium (mg/l),2003-07-15,2003,1
Glenn,3397,12.1,Potassium (mg/l),2003-08-15,2003,0.9
Glenn,3397,12.1,Potassium (mg/l),2003-11-15,2003,2
Glenn,3397,12.1,Potassium (mg/l),2004-07-15,2004,0.645
Glenn,3397,12.1,Potassium (mg/l),2005-02-15,2005,2
Glenn,3397,12.1,Potassium (mg/l),2005-05-15,2005,0.622
Glenn,3397,12.1,Potassium (mg/l),2005-06-15,2005,2
Glenn,3397,12.1,Potassium (mg/l),2005-07-15,2005,0.496
Glenn,3397,12.1,Potassium (mg/l),2005-11-15,2005,0.434
Glenn,3397,12.1,Potassium (mg/l),2006-08-15,2006,2
Glenn,3397,12.1,Potassium (mg/l),2006-12-15,2006,0.668
Glenn,3397,12.1,Potassium (mg/l),2007-07-15,2007,0.674
Glenn,3397,12.1,Potassium (mg/l),2007-11-15,2007,1
Glenn,3397,12.1,Potassium (mg/l),2008-05-15,2008,0.512
Glenn,3397,12.1,Potassium (mg/l),2008-06-15,2008,1.098
Glenn,3397,12.1,Potassium (mg/l),2008-07-15,2008,2
Glenn,3397,12.1,Potassium (mg/l),2008-08-15,2008,2
Glenn,3397,12.1,Potassium (mg/l),2008-11-15,2008,2
Glenn,3397,12.1,Potassium (mg/l),2009-04-15,2009,2
Glenn,3397,12.1,Potassium (mg/l),2009-07-15,2009,1.39
Glenn,3397,12.1,Potassium (mg/l),2009-10-15,2009,2
Glenn,3397,12.1,Potassium (mg/l),2010-06-15,2010,1.58
Glenn,3397,12.1,Potassium (mg/l),2010-07-15,2010,0.5
Glenn,3397,12.1,Potassium (mg/l),2011-05-15,2011,0
Glenn,3397,12.1,Potassium (mg/l),2011-06-15,2011,0
Glenn,3397,12.1,Potassium (mg/l),2011-07-15,2011,0.5
Glenn,3397,12.1,Potassium (mg/l),2011-08-15,2011,0
Glenn,3397,12.1,Potassium (mg/l),2012-03-15,2012,1
Glenn,3397,12.1,Potassium (mg/l),2012-04-15,2012,0.666666666666667
Glenn,3397,12.1,Potassium (mg/l),2012-10-15,2012,0
Glenn,3397,12.1,Potassium (mg/l),2012-12-15,2012,1
Glenn,3397,12.1,Potassium (mg/l),2013-04-15,2013,1
Glenn,3397,12.1,Potassium (mg/l),2013-06-15,2013,0
Glenn,3397,12.1,Potassium (mg/l),2013-08-15,2013,1
Glenn,3397,12.1,Potassium (mg/l),2013-09-15,2013,1
Glenn,3397,12.1,Potassium (mg/l),2014-03-15,2014,1
Glenn,3397,12.1,Potassium (mg/l),2014-05-15,2014,0
Glenn,3397,12.1,Potassium (mg/l),2014-06-15,2014,0
Glenn,3397,12.1,Potassium (mg/l),2014-07-15,2014,2.33
Glenn,3397,12.1,Potassium (mg/l),2014-08-15,2014,0
Glenn,3397,12.1,Potassium (mg/l),2014-09-15,2014,1
Glenn,3397,12.1,Potassium (mg/l),2015-02-15,2015,0
Glenn,3397,12.1,Potassium (mg/l),2015-03-15,2015,1
Glenn,3397,12.1,Potassium (mg/l),2015-04-15,2015,0.5
Glenn,3397,12.1,Potassium (mg/l),2015-07-15,2015,1
Glenn,3397,12.1,Potassium (mg/l),2015-08-15,2015,0
Glenn,3397,12.1,Potassium (mg/l),2015-09-15,2015,1
Glenn,3397,12.1,Potassium (mg/l),2016-02-15,2016,1
Glenn,3397,12.1,Potassium (mg/l),2016-06-15,2016,1
Glenn,3397,12.1,Potassium (mg/l),2017-01-15,2017,0
Glenn,3397,12.1,Potassium (mg/l),2017-06-15,2017,0
Glenn,3397,12.1,Potassium (mg/l),2017-07-15,2017,0
Glenn,3397,12.1,Potassium (mg/l),2018-03-15,2018,1
Glenn,3397,12.1,Potassium (mg/l),2018-04-15,2018,0.666666666666667
Glenn,3397,12.1,Potassium (mg/l),2018-08-15,2018,0
Glenn,3397,12.1,Potassium (mg/l),2019-07-15,2019,0.333333333333333
Glenn,3397,12.1,Potassium (mg/l),2019-09-15,2019,1
Glenn,3397,12.1,Potassium (mg/l),2020-06-15,2020,0
Glenn,3397,12.1,Potassium (mg/l),2020-07-15,2020,0
Glenn,3397,12.1,Potassium (mg/l),2020-08-15,2020,1
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2000-01-15,2000,160
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2000-10-15,2000,17
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2000-11-15,2000,150
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2001-02-15,2001,110
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2001-03-15,2001,77.3333333333333
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2002-03-15,2002,220
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2002-04-15,2002,76
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2002-07-15,2002,129.75
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2002-09-15,2002,120
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2002-10-15,2002,105.75
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2002-11-15,2002,160
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2003-07-15,2003,97
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2003-08-15,2003,350
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2003-12-15,2003,98
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2004-02-15,2004,160
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2004-03-15,2004,140
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2004-07-15,2004,31
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2004-08-15,2004,110
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2004-11-15,2004,210
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2004-12-15,2004,95.5
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2005-06-15,2005,120
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2005-09-15,2005,130
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2005-10-15,2005,98
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2005-11-15,2005,17.5
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2006-01-15,2006,240
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2006-02-15,2006,120
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2006-03-15,2006,45
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2006-04-15,2006,53
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2006-05-15,2006,66
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2006-06-15,2006,140
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2006-08-15,2006,40
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2006-12-15,2006,55.5
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2007-11-15,2007,46
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2007-12-15,2007,63.5
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2008-12-15,2008,69
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2009-03-15,2009,200
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2010-04-15,2010,80.25
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2010-05-15,2010,79
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2010-06-15,2010,220
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2010-07-15,2010,84
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2011-01-15,2011,130
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2011-03-15,2011,196.666666666667
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2011-07-15,2011,110
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2011-11-15,2011,120
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2012-03-15,2012,150
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2012-05-15,2012,73
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2012-07-15,2012,100
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2012-10-15,2012,57
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2013-01-15,2013,100
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2013-02-15,2013,100
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2013-04-15,2013,130
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2013-06-15,2013,370
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2013-07-15,2013,36
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2013-09-15,2013,71
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2013-11-15,2013,130
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2014-03-15,2014,94
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2014-04-15,2014,110
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2014-09-15,2014,140
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2014-10-15,2014,123.666666666667
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2014-12-15,2014,39
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2015-03-15,2015,30.3333333333333
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2015-04-15,2015,54
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2015-05-15,2015,37
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2015-08-15,2015,100
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2015-11-15,2015,63
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2015-12-15,2015,130
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2016-02-15,2016,49
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2016-03-15,2016,65
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2016-07-15,2016,110
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2016-12-15,2016,125.8
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2017-04-15,2017,84
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2017-05-15,2017,140
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2017-07-15,2017,140
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2017-09-15,2017,244.666666666667
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2017-11-15,2017,65.5
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2017-12-15,2017,58
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2018-01-15,2018,140
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2018-06-15,2018,160
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2019-01-15,2019,99
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2019-03-15,2019,89
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2019-04-15,2019,72
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2019-06-15,2019,141
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2019-08-15,2019,220
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2019-09-15,2019,120
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2019-12-15,2019,101.8
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2020-02-15,2020,206.666666666667
Humboldt,25136,19.1,Bicarbonate Alkalinity (mg/l),2020-10-15,2020,120
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-01-15,2000,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-02-15,2000,1.05
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-03-15,2000,0.852
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-04-15,2000,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-05-15,2000,1.9
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-06-15,2000,6.1
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-07-15,2000,0.173333333333333
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-08-15,2000,0.45
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-09-15,2000,0.628
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-10-15,2000,0.436666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-11-15,2000,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2000-12-15,2000,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2001-01-15,2001,0.751111111111111
Humboldt,25136,19.1,Nitrate as N (mg/l),2001-02-15,2001,1.4
Humboldt,25136,19.1,Nitrate as N (mg/l),2001-03-15,2001,0.8
Humboldt,25136,19.1,Nitrate as N (mg/l),2001-04-15,2001,0.8
Humboldt,25136,19.1,Nitrate as N (mg/l),2001-05-15,2001,0.775
Humboldt,25136,19.1,Nitrate as N (mg/l),2001-07-15,2001,0.875
Humboldt,25136,19.1,Nitrate as N (mg/l),2001-08-15,2001,0.136666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2001-09-15,2001,2
Humboldt,25136,19.1,Nitrate as N (mg/l),2001-10-15,2001,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2001-12-15,2001,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2002-01-15,2002,0.318333333333333
Humboldt,25136,19.1,Nitrate as N (mg/l),2002-02-15,2002,1.29
Humboldt,25136,19.1,Nitrate as N (mg/l),2002-03-15,2002,0.571333333333333
Humboldt,25136,19.1,Nitrate as N (mg/l),2002-04-15,2002,0.09
Humboldt,25136,19.1,Nitrate as N (mg/l),2002-05-15,2002,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2002-07-15,2002,0.5425
Humboldt,25136,19.1,Nitrate as N (mg/l),2002-08-15,2002,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2002-09-15,2002,1.2
Humboldt,25136,19.1,Nitrate as N (mg/l),2002-10-15,2002,0.00833333333333333
Humboldt,25136,19.1,Nitrate as N (mg/l),2002-11-15,2002,0.696666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2002-12-15,2002,0.315
Humboldt,25136,19.1,Nitrate as N (mg/l),2003-01-15,2003,2.5
Humboldt,25136,19.1,Nitrate as N (mg/l),2003-02-15,2003,1.1
Humboldt,25136,19.1,Nitrate as N (mg/l),2003-03-15,2003,3.6
Humboldt,25136,19.1,Nitrate as N (mg/l),2003-06-15,2003,0.2525
Humboldt,25136,19.1,Nitrate as N (mg/l),2003-07-15,2003,2.5
Humboldt,25136,19.1,Nitrate as N (mg/l),2003-08-15,2003,0.0483333333333333
Humboldt,25136,19.1,Nitrate as N (mg/l),2003-09-15,2003,0.444444444444444
Humboldt,25136,19.1,Nitrate as N (mg/l),2003-10-15,2003,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2003-11-15,2003,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2003-12-15,2003,0.155
Humboldt,25136,19.1,Nitrate as N (mg/l),2004-01-15,2004,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2004-02-15,2004,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2004-03-15,2004,0.156666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2004-04-15,2004,1.9
Humboldt,25136,19.1,Nitrate as N (mg/l),2004-05-15,2004,1.19666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2004-07-15,2004,1.528
Humboldt,25136,19.1,Nitrate as N (mg/l),2004-08-15,2004,0.259666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2004-09-15,2004,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2004-10-15,2004,2.05
Humboldt,25136,19.1,Nitrate as N (mg/l),2004-11-15,2004,0.13
Humboldt,25136,19.1,Nitrate as N (mg/l),2004-12-15,2004,0.184
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-01-15,2005,0.9
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-02-15,2005,0.79
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-03-15,2005,0.87
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-04-15,2005,0.404
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-05-15,2005,1.4
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-06-15,2005,0.9
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-07-15,2005,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-08-15,2005,1.56666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-09-15,2005,0.371
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-10-15,2005,0.666666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-11-15,2005,0.48
Humboldt,25136,19.1,Nitrate as N (mg/l),2005-12-15,2005,2.12833333333333
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-01-15,2006,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-02-15,2006,1.38
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-03-15,2006,1.838
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-04-15,2006,0.2975
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-05-15,2006,2.051
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-06-15,2006,0.7
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-07-15,2006,0.546666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-08-15,2006,1.9
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-09-15,2006,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-10-15,2006,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-11-15,2006,0.27
Humboldt,25136,19.1,Nitrate as N (mg/l),2006-12-15,2006,0.466666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2007-01-15,2007,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2007-02-15,2007,1.27
Humboldt,25136,19.1,Nitrate as N (mg/l),2007-03-15,2007,1.117
Humboldt,25136,19.1,Nitrate as N (mg/l),2007-04-15,2007,0.586666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2007-05-15,2007,1.26
Humboldt,25136,19.1,Nitrate as N (mg/l),2007-06-15,2007,2.12
Humboldt,25136,19.1,Nitrate as N (mg/l),2007-08-15,2007,0.415
Humboldt,25136,19.1,Nitrate as N (mg/l),2007-09-15,2007,0.968
Humboldt,25136,19.1,Nitrate as N (mg/l),2007-11-15,2007,0.3222
Humboldt,25136,19.1,Nitrate as N (mg/l),2007-12-15,2007,1.907
Humboldt,25136,19.1,Nitrate as N (mg/l),2008-01-15,2008,1.722
Humboldt,25136,19.1,Nitrate as N (mg/l),2008-02-15,2008,0.604
Humboldt,25136,19.1,Nitrate as N (mg/l),2008-03-15,2008,1.08571428571429
Humboldt,25136,19.1,Nitrate as N (mg/l),2008-04-15,2008,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2008-05-15,2008,1.73333333333333
Humboldt,25136,19.1,Nitrate as N (mg/l),2008-06-15,2008,1.94875
Humboldt,25136,19.1,Nitrate as N (mg/l),2008-07-15,2008,0.831
Humboldt,25136,19.1,Nitrate as N (mg/l),2008-08-15,2008,2.5
Humboldt,25136,19.1,Nitrate as N (mg/l),2008-09-15,2008,2.35
Humboldt,25136,19.1,Nitrate as N (mg/l),2008-10-15,2008,0.19025
Humboldt,25136,19.1,Nitrate as N (mg/l),2008-12-15,2008,1.36169230769231
Humboldt,25136,19.1,Nitrate as N (mg/l),2009-01-15,2009,0.376666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2009-02-15,2009,1.9
Humboldt,25136,19.1,Nitrate as N (mg/l),2009-03-15,2009,0.936923076923077
Humboldt,25136,19.1,Nitrate as N (mg/l),2009-04-15,2009,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2009-05-15,2009,1.35
Humboldt,25136,19.1,Nitrate as N (mg/l),2009-06-15,2009,1.44
Humboldt,25136,19.1,Nitrate as N (mg/l),2009-09-15,2009,2.8
Humboldt,25136,19.1,Nitrate as N (mg/l),2009-10-15,2009,0.33
Humboldt,25136,19.1,Nitrate as N (mg/l),2009-11-15,2009,1.125
Humboldt,25136,19.1,Nitrate as N (mg/l),2009-12-15,2009,1.65
Humboldt,25136,19.1,Nitrate as N (mg/l),2010-01-15,2010,0.448
Humboldt,25136,19.1,Nitrate as N (mg/l),2010-03-15,2010,0.920909090909091
Humboldt,25136,19.1,Nitrate as N (mg/l),2010-04-15,2010,0.495
Humboldt,25136,19.1,Nitrate as N (mg/l),2010-05-15,2010,1.36666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2010-06-15,2010,2.8
Humboldt,25136,19.1,Nitrate as N (mg/l),2010-07-15,2010,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2010-09-15,2010,2.7
Humboldt,25136,19.1,Nitrate as N (mg/l),2010-10-15,2010,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2010-11-15,2010,0.5325
Humboldt,25136,19.1,Nitrate as N (mg/l),2010-12-15,2010,1.166
Humboldt,25136,19.1,Nitrate as N (mg/l),2011-01-15,2011,1.7
Humboldt,25136,19.1,Nitrate as N (mg/l),2011-03-15,2011,1.85
Humboldt,25136,19.1,Nitrate as N (mg/l),2011-04-15,2011,0.425
Humboldt,25136,19.1,Nitrate as N (mg/l),2011-05-15,2011,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2011-06-15,2011,1.76
Humboldt,25136,19.1,Nitrate as N (mg/l),2011-07-15,2011,0.4
Humboldt,25136,19.1,Nitrate as N (mg/l),2011-08-15,2011,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2011-09-15,2011,2.16666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2011-10-15,2011,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2011-11-15,2011,0.381428571428571
Humboldt,25136,19.1,Nitrate as N (mg/l),2011-12-15,2011,1.212
Humboldt,25136,19.1,Nitrate as N (mg/l),2012-01-15,2012,1.96666666666667
Humboldt,25136,19.1,Nitrate as N (mg/l),2012-03-15,2012,1.27
Humboldt,25136,19.1,Nitrate as N (mg/l),2012-04-15,2012,0.315555555555556
Humboldt,25136,19.1,Nitrate as N (mg/l),2012-05-15,2012,0.2025
Humboldt,25136,19.1,Nitrate as N (mg/l),2012-06-15,2012,0.725
Humboldt,25136,19.1,Nitrate as N (mg/l),2012-07-15,2012,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2012-08-15,2012,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2012-09-15,2012,5
Humboldt,25136,19.1,Nitrate as N (mg/l),2012-10-15,2012,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2012-12-15,2012,1.3125
Humboldt,25136,19.1,Nitrate as N (mg/l),2013-01-15,2013,0.8925
Humboldt,25136,19.1,Nitrate as N (mg/l),2013-03-15,2013,1.6442
Humboldt,25136,19.1,Nitrate as N (mg/l),2013-04-15,2013,0.147
Humboldt,25136,19.1,Nitrate as N (mg/l),2013-05-15,2013,0.582857142857143
Humboldt,25136,19.1,Nitrate as N (mg/l),2013-06-15,2013,0.742857142857143
Humboldt,25136,19.1,Nitrate as N (mg/l),2013-07-15,2013,1.18
Humboldt,25136,19.1,Nitrate as N (mg/l),2013-08-15,2013,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2013-09-15,2013,4.7
Humboldt,25136,19.1,Nitrate as N (mg/l),2013-10-15,2013,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2013-11-15,2013,0
Humboldt,25136,19.1,Nitrate as N (mg/l),2013-12-15,2013,0.957142857142857
Humboldt,25136,19.1,Nitrate as N (mg/l),2014-01-15,2014,0.992857142857143
Humboldt,25136,19.1,Nitrate as N (mg/l),2014-02-15,2014,0.41525
Humboldt,25136,19.1,Nitrate as N (mg/l),2014-03-15,2014,0.681428571428571
Humboldt,25136,19.1,Nitrate as N (mg/l),2014-04-15,2014,0.183333333333333
Humboldt,25136,19.1,Nitrate as N (mg/l),2014-05-15,2014,0.09375
Humboldt,25136,19.1,Nitrate as N (mg/l),2014-06-15,2014,0.958333333333333
Humboldt,25136,19.1,Nitrate as N (mg/l),2014-07-15,2014,0.54
Humboldt,25136,19.1,Nitrate as N (mg/l),2014-08-15,2014,0
